case_id,slice_idx,gt_tumor_size,pred_tumor_size,gt_category,pred_category,num_gt_components,num_pred_components,tumor_dice,tumor_hd95,tumor_asd
case_00115,167,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,348,98,125,small,medium,1,1,0.8340807174887892,2.0,0.9234066857533136
case_00075,130,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,23,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,92,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,375,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,56,0,443,none,medium,0,1,0.0,-1.0,-1.0
case_00203,293,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,41,0,141,none,medium,0,1,0.0,-1.0,-1.0
case_00075,108,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,467,0,60,none,small,0,2,0.0,-1.0,-1.0
case_00113,390,2042,2102,large,large,1,1,0.9555984555984556,2.8284271247461903,0.8254938763382076
case_00125,135,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,74,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,33,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,301,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,321,10,0,small,none,1,0,0.0,-1.0,-1.0
case_00102,165,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,291,0,29,none,small,0,1,0.0,-1.0,-1.0
case_00102,501,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,273,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,347,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,370,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,300,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,55,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,118,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,231,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,31,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,170,29,37,small,small,1,1,0.8181818181818182,1.0,0.6126007977866527
case_00154,73,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,113,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,287,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,1,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,209,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,399,2231,2366,large,large,1,1,0.9588862301500979,2.8284271247461903,0.9009566649169903
case_00113,311,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,483,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,27,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,381,1591,1670,large,large,1,1,0.9690279055504446,2.0,0.6076035364446142
case_00086,397,284,323,medium,medium,1,1,0.9225700164744646,2.0,0.7334119252118835
case_00033,309,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,429,0,8,none,small,0,1,0.0,-1.0,-1.0
case_00133,498,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,193,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,95,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,145,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,451,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,201,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,457,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,214,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,252,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,412,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,508,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,64,0,8,none,small,0,1,0.0,-1.0,-1.0
case_00133,228,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,304,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,508,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,268,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,436,0,685,none,medium,0,1,0.0,-1.0,-1.0
case_00125,122,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,373,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,209,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,510,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,345,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,338,254,311,medium,medium,1,1,0.8743362831858407,3.0,1.036056138371238
case_00133,68,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,236,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,478,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,460,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,267,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,22,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,85,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,216,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,134,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,286,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,219,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,6,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,352,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,149,452,516,medium,medium,1,1,0.9214876033057852,2.0,0.868421052631579
case_00134,68,0,160,none,medium,0,2,0.0,-1.0,-1.0
case_00125,240,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,156,492,483,medium,medium,1,1,0.9538461538461539,1.4142135623730951,0.4724438258837925
case_00203,491,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,253,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,456,0,213,none,medium,0,1,0.0,-1.0,-1.0
case_00102,358,3788,3922,large,large,1,1,0.9756160830090791,2.0,0.6715247841139085
case_00075,406,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,451,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,463,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,474,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,227,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,62,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,451,0,329,none,medium,0,1,0.0,-1.0,-1.0
case_00079,25,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,91,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,216,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,168,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,468,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,200,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,327,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,174,50,94,small,small,1,1,0.6944444444444444,2.2953038922244264,1.3072563584013217
case_00125,161,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,255,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,18,0,128,none,medium,0,1,0.0,-1.0,-1.0
case_00154,162,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,267,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,327,309,368,medium,medium,1,1,0.8980797636632201,3.0,0.9785799826017082
case_00014,250,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,300,778,821,medium,medium,3,1,0.8980612883051907,4.788854381999814,0.7586047252170866
case_00161,398,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,216,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,459,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,504,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,280,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,458,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,221,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,56,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,105,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,504,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,361,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,103,0,448,none,medium,0,1,0.0,-1.0,-1.0
case_00161,88,0,6,none,small,0,1,0.0,-1.0,-1.0
case_00086,312,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,215,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,76,0,6,none,small,0,1,0.0,-1.0,-1.0
case_00125,438,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,418,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,36,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,335,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,367,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,190,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,307,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,45,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,372,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,223,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,498,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,362,8,0,small,none,1,0,0.0,-1.0,-1.0
case_00102,73,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,236,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,127,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,171,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,199,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,377,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,124,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,92,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,20,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,50,0,0,none,none,0,0,1.0,0.0,0.0
case_00161,9,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,482,0,236,none,medium,0,2,0.0,-1.0,-1.0
case_00079,167,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,126,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,44,0,173,none,medium,0,1,0.0,-1.0,-1.0
case_00079,350,1096,1102,large,large,1,1,0.9563239308462238,2.0,0.6786389230897535
case_00113,418,1640,1677,large,large,1,1,0.9369912571600845,4.0,1.1096119998381277
case_00203,297,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,334,54,81,small,small,1,1,0.7407407407407407,2.0,1.1515228816828318
case_00134,126,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,308,1364,1464,large,large,3,1,0.9321074964639321,4.583452377915598,0.8369658192603574
case_00113,52,0,0,none,none,0,0,1.0,0.0,0.0
case_00125,381,0,5,none,small,0,1,0.0,-1.0,-1.0
case_00203,77,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,448,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,404,45,87,small,small,1,1,0.6818181818181818,2.905634918610404,1.412077855884194
case_00134,235,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,207,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,384,195,190,medium,medium,1,1,0.8987012987012987,2.1062305898749063,0.6527193705326928
case_00033,134,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,328,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,50,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,218,0,0,none,none,0,0,1.0,0.0,0.0
case_00154,287,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,277,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,239,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,448,0,290,none,medium,0,1,0.0,-1.0,-1.0
case_00075,225,0,4,none,small,0,1,0.0,-1.0,-1.0
case_00203,16,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,396,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,461,0,69,none,small,0,1,0.0,-1.0,-1.0
case_00115,70,0,0,none,none,0,0,1.0,0.0,0.0
case_00115,405,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,461,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,131,0,0,none,none,0,0,1.0,0.0,0.0
case_00014,174,59,80,small,small,1,1,0.762589928057554,2.118033988749895,1.1746213571155135
case_00154,41,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,500,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,147,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,202,0,0,none,none,0,0,1.0,0.0,0.0
case_00133,344,0,0,none,none,0,0,1.0,0.0,0.0
case_00134,408,0,114,none,medium,0,1,0.0,-1.0,-1.0
case_00134,404,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,385,0,0,none,none,0,0,1.0,0.0,0.0
case_00102,323,2297,2481,large,large,1,1,0.9564671410632064,2.8284271247461903,0.9566467770356095
case_00203,56,0,94,none,small,0,1,0.0,-1.0,-1.0
case_00125,91,0,459,none,medium,0,1,0.0,-1.0,-1.0
case_00014,278,0,0,none,none,0,0,1.0,0.0,0.0
case_00113,496,0,309,none,medium,0,1,0.0,-1.0,-1.0
case_00102,450,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,140,0,0,none,none,0,0,1.0,0.0,0.0
case_00194,163,42,73,small,small,1,1,0.6956521739130435,2.0,1.261647966749851
case_00014,260,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,16,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,358,0,0,none,none,0,0,1.0,0.0,0.0
case_00203,6,0,0,none,none,0,0,1.0,0.0,0.0
case_00086,496,0,0,none,none,0,0,1.0,0.0,0.0
case_00033,344,0,0,none,none,0,0,1.0,0.0,0.0
case_00079,41,0,0,none,none,0,0,1.0,0.0,0.0
case_00075,330,0,10,none,small,0,1,0.0,-1.0,-1.0
case_00203,313,0,0,none,none,0,0,1.0,0.0,0.0
